id,Prediccion
0.7795372226010469,neutral or dissatisfied
0.5584870637885411,neutral or dissatisfied
0.5893508629147958,neutral or dissatisfied
1.0664233765244873,neutral or dissatisfied
0.99212772646874,neutral or dissatisfied
-1.0138186122805917,satisfied
0.9537717605128484,neutral or dissatisfied
-0.6552291254801,satisfied
0.910332305188038,satisfied
0.7229554845620455,satisfied
0.9929425429149512,satisfied
0.8157257239400559,satisfied
0.9538770107230958,satisfied
1.026864165917935,neutral or dissatisfied
0.9937466221647964,neutral or dissatisfied
0.8943019944665376,neutral or dissatisfied
-0.809747207936458,neutral or dissatisfied
-0.4730879951253999,satisfied
1.0664233765244873,neutral or dissatisfied
0.4042614490911227,satisfied
0.6799653173072124,neutral or dissatisfied
0.9145618093317924,neutral or dissatisfied
0.7873564810939566,satisfied
1.0664233765244873,neutral or dissatisfied
-0.9134076089039164,satisfied
-1.1973827790268017,neutral or dissatisfied
-0.3223753886899872,neutral or dissatisfied
-0.5493934967734952,neutral or dissatisfied
0.7890400105106355,satisfied
-0.6446526232975001,satisfied
0.9059122117632163,neutral or dissatisfied
0.0763348740540701,satisfied
-1.4751995165540692,satisfied
0.368574053723753,satisfied
0.0304054904310899,neutral or dissatisfied
1.0480418816110264,neutral or dissatisfied
-0.5368122509676471,neutral or dissatisfied
-0.8333592188466784,neutral or dissatisfied
0.7697727315425972,satisfied
0.2705929145658446,neutral or dissatisfied
0.6069804666656411,neutral or dissatisfied
-1.56706958061059,satisfied
0.8242026382646642,neutral or dissatisfied
1.0486927413235032,neutral or dissatisfied
-0.9960936589776404,neutral or dissatisfied
-1.3467071979100231,satisfied
0.4005154776817388,satisfied
-0.057628072585711,satisfied
0.1679785005551094,satisfied
1.0664233765244873,neutral or dissatisfied
1.0664233765244873,satisfied
0.7384317586753407,neutral or dissatisfied
0.7642606955974894,satisfied
0.8986223556453055,satisfied
0.8275693907447361,neutral or dissatisfied
1.0339854040255267,neutral or dissatisfied
-1.3585333442597871,neutral or dissatisfied
0.3704740510022163,satisfied
-0.8315885655858495,neutral or dissatisfied
0.5713227541883643,satisfied
0.4049824002991772,neutral or dissatisfied
-2.47717056096152,satisfied
-0.4112570810977204,satisfied
0.6443452121175949,satisfied
1.0664233765244873,neutral or dissatisfied
0.9963789429349994,satisfied
0.6900909057131214,satisfied
0.8078308592878904,satisfied
-1.1731803994903955,satisfied
0.7790979053265261,neutral or dissatisfied
0.9809899746338754,satisfied
0.7912648781301308,satisfied
0.4810837043977845,satisfied
0.0423187584297427,neutral or dissatisfied
-0.1378798408160012,neutral or dissatisfied
-2.47717056096152,satisfied
0.8776916157930029,neutral or dissatisfied
0.7142059490876993,neutral or dissatisfied
0.1296588065915077,neutral or dissatisfied
0.3244382351740907,satisfied
-2.0918129322832404,satisfied
-1.5434881489537435,satisfied
0.1893004432170129,satisfied
-0.2729625148315152,neutral or dissatisfied
-0.2121112872990795,neutral or dissatisfied
1.0664233765244873,neutral or dissatisfied
-0.1426965422207653,satisfied
-0.1483365350571039,neutral or dissatisfied
0.3558868302575654,neutral or dissatisfied
-1.107217007605002,satisfied
0.9320268693542928,neutral or dissatisfied
-0.5634810792859161,neutral or dissatisfied
-2.47717056096152,neutral or dissatisfied
0.9852916985924188,satisfied
0.278287954053152,satisfied
0.972432419513423,satisfied
0.7652367343501331,neutral or dissatisfied
0.9567992132248392,satisfied
-1.0411441409883873,satisfied
0.3206816047201459,satisfied
1.0045130940400548,neutral or dissatisfied
0.9966428671812771,neutral or dissatisfied
-1.4011555769154418,satisfied
-0.4058450591130556,satisfied
-1.0787489247348447,satisfied
0.8534755727729272,neutral or dissatisfied
0.7270062902223122,neutral or dissatisfied
0.4146474197973716,neutral or dissatisfied
0.496275097108809,satisfied
0.7856705453360499,neutral or dissatisfied
0.0417487501765273,neutral or dissatisfied
1.0664233765244873,satisfied
-0.4001591815409843,neutral or dissatisfied
0.9253931883529092,satisfied
0.3176893207404801,satisfied
0.8483649763997719,neutral or dissatisfied
-1.2075990894474542,neutral or dissatisfied
1.056658466234044,neutral or dissatisfied
0.1663996170756802,neutral or dissatisfied
1.0449575620275602,satisfied
-0.2203418364811914,neutral or dissatisfied
-0.0019248867369767,neutral or dissatisfied
-0.0416349471409464,neutral or dissatisfied
0.5917568159273191,neutral or dissatisfied
0.911402014399163,satisfied
0.2927550602249029,neutral or dissatisfied
0.8802149378944852,satisfied
-1.9712466481044424,neutral or dissatisfied
-0.8032402158737354,satisfied
1.03296227679586,neutral or dissatisfied
-0.4585691558386244,neutral or dissatisfied
0.5827090748971444,neutral or dissatisfied
0.607093445969654,satisfied
0.5413964891687061,satisfied
-0.0783522025800378,neutral or dissatisfied
-0.2267960456153381,neutral or dissatisfied
-2.47717056096152,satisfied
0.5588401908831767,neutral or dissatisfied
-0.0736146698919933,satisfied
0.6848935621905364,neutral or dissatisfied
-1.20786221321307,neutral or dissatisfied
0.1233764052925005,satisfied
0.6704080356776334,satisfied
-0.0376032382253008,satisfied
0.8871180150543269,neutral or dissatisfied
0.23532046772197,satisfied
0.8379839852517116,neutral or dissatisfied
0.4219065253039147,satisfied
0.5243576320972039,satisfied
-0.0165940397502875,satisfied
0.8940584342056858,neutral or dissatisfied
-0.653871015882248,satisfied
-0.2745717208867486,satisfied
0.9275368173307874,neutral or dissatisfied
0.261125488271062,neutral or dissatisfied
-0.2561090134639073,satisfied
-0.473546807378772,satisfied
1.0664233765244873,neutral or dissatisfied
0.3421957713574568,neutral or dissatisfied
0.4594687905507763,neutral or dissatisfied
-0.6972289820863251,neutral or dissatisfied
0.6122647705034827,neutral or dissatisfied
0.0404481004377568,neutral or dissatisfied
-1.0887566937541715,neutral or dissatisfied
0.2822376320143848,neutral or dissatisfied
-2.213090998711233,neutral or dissatisfied
0.6415780612712583,neutral or dissatisfied
0.3014424088891373,neutral or dissatisfied
0.9270416511765897,neutral or dissatisfied
0.6491108377733512,neutral or dissatisfied
-1.236967859280376,neutral or dissatisfied
0.9808768299350592,satisfied
0.2000778608689225,satisfied
0.4784250583271295,satisfied
-1.4027842637089762,neutral or dissatisfied
-2.3396647182289967,neutral or dissatisfied
0.9525185616235354,neutral or dissatisfied
-0.0781502173398386,neutral or dissatisfied
0.3639668260930245,neutral or dissatisfied
-0.476091157936658,satisfied
0.0093804846878886,satisfied
0.5986324954487546,satisfied
-1.4531258286246207,neutral or dissatisfied
0.9138760904623486,neutral or dissatisfied
0.795124245353817,satisfied
-2.47717056096152,satisfied
-0.7288415170463164,neutral or dissatisfied
-1.4950056329148855,satisfied
0.9260399189736618,satisfied
0.0429568408184526,neutral or dissatisfied
-1.4166803946421511,neutral or dissatisfied
-0.8804543635570891,neutral or dissatisfied
-2.363255865730009,satisfied
0.17190627598804,satisfied
-0.6089976785619747,satisfied
-0.667939170823917,satisfied
-2.47717056096152,neutral or dissatisfied
0.5806890058035938,neutral or dissatisfied
0.0230371598891553,neutral or dissatisfied
0.7062612067273738,neutral or dissatisfied
-0.6268713197036158,satisfied
0.3771686890513959,neutral or dissatisfied
0.9942857606743214,neutral or dissatisfied
-0.6073753686307096,satisfied
0.5911271595690853,neutral or dissatisfied
0.5574712341005825,neutral or dissatisfied
-0.1819826509272305,neutral or dissatisfied
-0.2905740821072859,satisfied
-0.093626110623523,neutral or dissatisfied
0.3351745987459797,satisfied
-0.1756861539373802,satisfied
0.5964828044235191,neutral or dissatisfied
-0.0409987321712452,neutral or dissatisfied
0.1655169823814838,neutral or dissatisfied
0.1340324443954239,neutral or dissatisfied
0.8009735935971256,neutral or dissatisfied
1.0469433486791009,satisfied
0.204774604961631,neutral or dissatisfied
-0.7215009105310537,satisfied
0.8731810680126679,satisfied
0.9476617032877924,neutral or dissatisfied
-1.7256177491298152,satisfied
0.609195710179151,neutral or dissatisfied
1.0382454392477098,satisfied
0.5878159378043891,neutral or dissatisfied
1.0086295627377158,satisfied
0.204218340962373,satisfied
0.7208799729747747,neutral or dissatisfied
1.0307260175091826,satisfied
0.7035186087823068,satisfied
0.2097889887878852,neutral or dissatisfied
1.0253594637438994,satisfied
-1.551648507271896,satisfied
0.919697450274188,neutral or dissatisfied
0.8660369734625406,satisfied
-1.678901027724533,satisfied
-0.1827548395344658,satisfied
-0.4905063047611658,neutral or dissatisfied
0.0921737699904293,neutral or dissatisfied
0.3992361007764332,satisfied
0.7762872873275832,neutral or dissatisfied
1.0664233765244873,neutral or dissatisfied
0.9734369389609252,satisfied
-0.243581489729913,neutral or dissatisfied
-2.1982213169074414,neutral or dissatisfied
1.0664233765244873,neutral or dissatisfied
0.5644173269729331,satisfied
-0.9581714201571366,satisfied
0.1421450520041686,neutral or dissatisfied
0.5883325842007929,satisfied
0.3705085680938547,satisfied
-1.1731165191765114,satisfied
1.0664233765244873,satisfied
0.4090316484479002,satisfied
-2.080040506171448,neutral or dissatisfied
0.6530154715984007,satisfied
1.055635517208389,satisfied
-0.8232971670982295,neutral or dissatisfied
0.6677953244387108,satisfied
-1.8127390452660483,neutral or dissatisfied
1.0155018644423253,neutral or dissatisfied
-1.403405307848858,neutral or dissatisfied
1.002939205834945,satisfied
0.8125266594386044,satisfied
0.9512323857342572,neutral or dissatisfied
0.2186751426693686,satisfied
0.0400370707941191,neutral or dissatisfied
1.0664233765244873,neutral or dissatisfied
-2.47717056096152,satisfied
0.8009496308550029,neutral or dissatisfied
-0.2877662435981477,satisfied
-0.3687375467382867,satisfied
1.0303216592178637,neutral or dissatisfied
0.161114485531396,neutral or dissatisfied
0.9032675636404804,neutral or dissatisfied
-2.47717056096152,neutral or dissatisfied
0.4037078619402824,neutral or dissatisfied
0.9331949160021024,satisfied
-0.086714379012652,neutral or dissatisfied
1.046758539084382,neutral or dissatisfied
0.7324662362644216,satisfied
0.1731922325835914,satisfied
-0.3820222672860009,neutral or dissatisfied
-2.47717056096152,satisfied
0.4054683745142776,satisfied
0.4848177001099235,neutral or dissatisfied
1.0528807279698122,neutral or dissatisfied
0.7436002262765548,neutral or dissatisfied
-1.4120562108219252,satisfied
-1.2298416527153253,neutral or dissatisfied
-2.47717056096152,satisfied
-0.48843107376979,neutral or dissatisfied
-2.128569824890089,neutral or dissatisfied
0.0722305779197405,satisfied
-1.0913762584508335,neutral or dissatisfied
0.6175814941574413,neutral or dissatisfied
0.4666966530757447,neutral or dissatisfied
1.0136024629815217,satisfied
-1.3987554277582652,satisfied
0.9836508865516842,satisfied
0.639642680790902,satisfied
-1.2596391590839018,neutral or dissatisfied
1.0664233765244873,neutral or dissatisfied
-2.47717056096152,neutral or dissatisfied
-2.435322317952023,satisfied
1.0664233765244873,satisfied
0.4073266350187308,neutral or dissatisfied
-2.0840437897389874,neutral or dissatisfied
-0.1461949738398275,neutral or dissatisfied
-1.077040118460837,satisfied
-2.47717056096152,neutral or dissatisfied
-0.4710431581948471,satisfied
-0.2294909740447255,satisfied
0.5022324670433577,satisfied
0.9005729290074944,neutral or dissatisfied
0.9269555141001684,neutral or dissatisfied
0.6509355159801031,neutral or dissatisfied
0.889776855942759,neutral or dissatisfied
1.0664233765244873,satisfied
-2.47717056096152,neutral or dissatisfied
0.8128825398172711,satisfied
-0.1461682289148126,satisfied
0.5852868482573588,neutral or dissatisfied
0.1073498653117104,satisfied
-0.5121182764056473,satisfied
0.1534222189253355,neutral or dissatisfied
-2.47717056096152,satisfied
0.824648962715401,neutral or dissatisfied
0.466903422829174,neutral or dissatisfied
0.2014928323058132,neutral or dissatisfied
-0.0702745728844691,satisfied
0.0418627738660578,neutral or dissatisfied
0.9019595099533276,satisfied
0.8433246136679711,neutral or dissatisfied
0.570842289866157,neutral or dissatisfied
0.1291294901933984,satisfied
-2.47717056096152,neutral or dissatisfied
1.0664233765244873,neutral or dissatisfied
0.6851182864322619,satisfied
-0.7073856666078351,satisfied
0.3346765665651064,satisfied
0.6984455732984783,neutral or dissatisfied
0.3920559994905135,neutral or dissatisfied
0.2599888224266906,neutral or dissatisfied
1.0664233765244873,neutral or dissatisfied
0.6037418370755431,neutral or dissatisfied
0.258623375943404,neutral or dissatisfied
0.6943346553205014,neutral or dissatisfied
0.7333420547829677,satisfied
0.7765564189026033,neutral or dissatisfied
-1.0639820494662455,neutral or dissatisfied
0.5567493161955258,neutral or dissatisfied
1.0441291632022356,neutral or dissatisfied
0.190105135604223,neutral or dissatisfied
-0.1190164233359537,neutral or dissatisfied
0.3080663180989754,neutral or dissatisfied
-0.9384269787845828,satisfied
1.0138425562204407,satisfied
-1.93975128526086,neutral or dissatisfied
0.7109129172059676,neutral or dissatisfied
0.2440554645106273,satisfied
-1.6129101297729107,satisfied
0.5984618023071308,neutral or dissatisfied
1.037078895222341,neutral or dissatisfied
0.910932771637028,satisfied
1.0609913238347697,satisfied
-0.8226800284642043,neutral or dissatisfied
1.01320219894815,satisfied
0.5726321175665863,satisfied
-1.315306051449632,neutral or dissatisfied
-0.1439238173948113,satisfied
0.9650327366243094,neutral or dissatisfied
0.9180712313863552,satisfied
0.738179058052985,satisfied
0.4851622632866698,satisfied
-0.0115010904362634,satisfied
0.3248329748598365,satisfied
0.8434633097903529,neutral or dissatisfied
-0.2771091865202318,neutral or dissatisfied
-0.6614635319424063,neutral or dissatisfied
0.307574909111481,satisfied
-1.1699906142822425,satisfied
-2.047287223492314,satisfied
0.7228914801528511,neutral or dissatisfied
0.7365225289794408,neutral or dissatisfied
0.3313450202214338,neutral or dissatisfied
0.9186135535084378,satisfied
-0.4133013941318267,satisfied
-0.0370910987963073,neutral or dissatisfied
-0.0873248561203706,neutral or dissatisfied
1.0664233765244873,neutral or dissatisfied
0.8040607124903181,satisfied
-1.185316324752233,satisfied
-1.0228944585683533,neutral or dissatisfied
0.5488531047586672,satisfied
0.7350917432866363,neutral or dissatisfied
-0.3618136771325356,satisfied
-0.1012992603068398,neutral or dissatisfied
0.3221389439613324,neutral or dissatisfied
0.2518486738992844,neutral or dissatisfied
-0.3590875047305331,neutral or dissatisfied
-0.5091676127970904,neutral or dissatisfied
0.169207335978891,satisfied
-2.2236280141046314,satisfied
-0.2549646336450161,neutral or dissatisfied
0.6906567448879561,neutral or dissatisfied
0.5203366042729802,satisfied
-1.5760243613631904,neutral or dissatisfied
-1.3492261118680418,satisfied
-0.8351804986114656,neutral or dissatisfied
-0.2726945271371127,neutral or dissatisfied
-0.5299419376264224,satisfied
0.2593821524606747,neutral or dissatisfied
0.4019615220369165,satisfied
0.9172789930354914,neutral or dissatisfied
-0.5631382570297436,satisfied
0.5206253610057455,neutral or dissatisfied
0.6066273365755762,satisfied
1.0664233765244873,satisfied
-0.9314324271806274,satisfied
0.5389602858528489,neutral or dissatisfied
0.62833777242336,satisfied
-0.360113089062014,satisfied
-0.1531424082490997,neutral or dissatisfied
1.0373632853982493,neutral or dissatisfied
0.4090817586102137,neutral or dissatisfied
0.9204880664452828,neutral or dissatisfied
0.927461479367744,satisfied
-0.6216167970369864,neutral or dissatisfied
-1.7890282481310875,neutral or dissatisfied
0.6574892024320708,satisfied
-0.2579599756334846,satisfied
0.2356300931484571,neutral or dissatisfied
-2.47717056096152,satisfied
0.8135821248136776,neutral or dissatisfied
1.0240115222531003,neutral or dissatisfied
-0.6696053335552158,satisfied
0.8312419008202792,satisfied
0.0313031712823376,satisfied
-2.47717056096152,satisfied
0.4468054893542536,satisfied
0.6058924871654469,neutral or dissatisfied
-0.2703745140751742,neutral or dissatisfied
0.8073066237370979,neutral or dissatisfied
-0.6667326728753196,satisfied
0.1080615291354897,satisfied
0.3169129715894067,neutral or dissatisfied
0.0579432421879398,neutral or dissatisfied
-0.3632273511533225,neutral or dissatisfied
-1.6074508876076885,neutral or dissatisfied
0.7489840711953573,satisfied
0.5765370169469343,neutral or dissatisfied
0.9992079746112326,neutral or dissatisfied
0.332539757909293,satisfied
0.6700332327924948,satisfied
-0.7271333715532499,satisfied
1.0664233765244873,satisfied
0.9917710671980364,neutral or dissatisfied
0.8142339068416484,satisfied
-2.47717056096152,satisfied
0.5513726200712148,neutral or dissatisfied
0.9755364161874348,neutral or dissatisfied
-1.5776434667037984,satisfied
0.2015326660856777,satisfied
0.7509357561617072,satisfied
0.7889673897772073,satisfied
1.0664233765244873,neutral or dissatisfied
0.9716033056541914,neutral or dissatisfied
-0.3677367102163148,neutral or dissatisfied
0.9120673642786106,neutral or dissatisfied
0.7573684189787568,neutral or dissatisfied
1.0663898924252333,satisfied
-1.0363560651796226,neutral or dissatisfied
-0.4568625105861136,neutral or dissatisfied
0.4666171165949933,neutral or dissatisfied
0.1194328440950632,neutral or dissatisfied
-0.908701602353444,satisfied
-0.2034603880498303,satisfied
0.985517131853921,satisfied
0.838854499735926,satisfied
0.7371550665362536,satisfied
0.8949438669112542,neutral or dissatisfied
0.71415436459755,satisfied
-0.1271991757979752,neutral or dissatisfied
0.9905372135891484,neutral or dissatisfied
0.2177325650102397,satisfied
0.7325551170648053,satisfied
-0.5612735262951486,neutral or dissatisfied
0.5765949849313878,satisfied
0.9525923160744216,satisfied
0.565982984678329,neutral or dissatisfied
0.8996366155554417,satisfied
1.047283711624784,neutral or dissatisfied
1.0664233765244873,neutral or dissatisfied
-0.4916886713439431,neutral or dissatisfied
-1.2251591612326642,satisfied
-2.4109900934312267,neutral or dissatisfied
0.8394112920307963,satisfied
-2.1628076072665974,satisfied
0.9404451663658888,neutral or dissatisfied
0.7665820961460039,satisfied
0.2284880638838898,neutral or dissatisfied
0.1017494225812231,satisfied
1.0664233765244873,neutral or dissatisfied
0.0384372591968101,satisfied
0.9748438983483542,satisfied
-0.4077130745233934,neutral or dissatisfied
0.406607115679871,satisfied
1.025607079585141,satisfied
0.9361153242464102,neutral or dissatisfied
0.9123290384337044,satisfied
-0.6293663775918816,neutral or dissatisfied
0.7973857488350662,satisfied
0.7918687372819186,neutral or dissatisfied
-1.0323241033355883,neutral or dissatisfied
-0.5834209665770117,satisfied
0.2580349882264487,satisfied
0.0242877043487211,neutral or dissatisfied
-2.47717056096152,neutral or dissatisfied
-0.9145870501375402,satisfied
0.9429228671332912,neutral or dissatisfied
-0.4254049998418742,neutral or dissatisfied
0.365735635293522,satisfied
1.0060345394916084,neutral or dissatisfied
1.0211619038200856,neutral or dissatisfied
-1.271591618870589,satisfied
0.6287537890476563,satisfied
-1.366634358614662,satisfied
0.3669306803761718,neutral or dissatisfied
1.065193408121237,satisfied
-0.3582228610348149,satisfied
-1.2396682223083106,satisfied
-0.1069253635712102,neutral or dissatisfied
1.0664233765244873,neutral or dissatisfied
1.0220562535515356,neutral or dissatisfied
-0.0896934437806377,neutral or dissatisfied
0.8593283647124453,neutral or dissatisfied
1.0122410107269484,neutral or dissatisfied
-0.9118197909722288,satisfied
-0.1221569214559303,neutral or dissatisfied
-1.798108160698377,neutral or dissatisfied
0.9702858892478178,neutral or dissatisfied
-0.356048044047508,neutral or dissatisfied
-1.9935741783825287,neutral or dissatisfied
0.9356558126925496,satisfied
0.8467756085762614,neutral or dissatisfied
0.3337154816811139,neutral or dissatisfied
-2.47717056096152,neutral or dissatisfied
1.0664233765244873,neutral or dissatisfied
0.7575673217098484,satisfied
1.0336215085327487,satisfied
1.0664233765244873,neutral or dissatisfied
0.1808786685171724,neutral or dissatisfied
0.5312599669252206,satisfied
0.0469597597169747,neutral or dissatisfied
0.0086536101364026,neutral or dissatisfied
-1.9341362658037369,neutral or dissatisfied
0.7060664457277246,neutral or dissatisfied
-0.6082851701505654,neutral or dissatisfied
